code,label
Y35.2,Asphyxie par gaz au cours d'une intervention légale
Y35.2,Intoxication par gaz au cours d'une intervention légale
Y35.2,Lésions par gaz lacrymogène au cours d'une intervention légale
Y35.3,"Blessure, coup par bâton au cours d''une intervention légale"
Y35.3,"Blessure, coup par matraque au cours d''une intervention légale"
Y35.3,"Blessure, coup par objet contondant au cours d''une intervention légale"
Y35.4,Coup d'épée ou de poignard au cours d'une intervention légale
Y35.4,Coup de baïonnette au cours d'une intervention légale
Y35.4,Coupure au cours d'une intervention légale
Y35.5,Toute exécution faite sur la demande des autorités judiciaires ou des pouvoirs publics [qu'ils soient permanents ou temporaires] telle que: asphyxie par gaz
Y35.5,Toute exécution faite sur la demande des autorités judiciaires ou des pouvoirs publics [qu'ils soient permanents ou temporaires] telle que: décapitation (par guillotine)
Y35.5,Toute exécution faite sur la demande des autorités judiciaires ou des pouvoirs publics [qu'ils soient permanents ou temporaires] telle que: empoisonnement
Y35.5,Toute exécution faite sur la demande des autorités judiciaires ou des pouvoirs publics [qu'ils soient permanents ou temporaires] telle que: fusillade
Y35.5,Toute exécution faite sur la demande des autorités judiciaires ou des pouvoirs publics [qu'ils soient permanents ou temporaires] telle que: peine capitale
Y35.5,Toute exécution faite sur la demande des autorités judiciaires ou des pouvoirs publics [qu'ils soient permanents ou temporaires] telle que: pendaison
Y35.5,Toute exécution faite sur la demande des autorités judiciaires ou des pouvoirs publics [qu'ils soient permanents ou temporaires] telle que: électrocution
Y35.6,Brutalités
Y36.0,Explosion sousmarine
Y36.0,Grenade sousmarine
Y36.0,"Mine SAI, en mer ou dans un port"
Y36.0,Mine flottante
Y36.0,Obus d'artillerie navale
Y36.0,Torpille
Y36.1,Aéronef abattu
Y36.1,Aéronef détruit par explosion
Y36.1,Aéronef incendié
Y36.1,Écrasement par chute d'aéronef
Y36.2,Bombe anti-personnel (éclats) au cours de faits de guerre
Y36.2,Explosion (de) canon au cours de faits de guerre
Y36.2,Explosion (de) grenade au cours de faits de guerre
Y36.2,Explosion (de) obus d'artillerie au cours de faits de guerre
Y36.2,Explosion (de) obus de mortier au cours de faits de guerre
Y36.2,Explosion accidentelle de armes de la victime au cours de faits de guerre
Y36.2,Explosion accidentelle de munitions de guerre au cours de faits de guerre
Y36.2,Fragments de bombe au cours de faits de guerre
Y36.2,Fragments de grenade au cours de faits de guerre
Y36.2,Fragments de mine terrestre au cours de faits de guerre
Y36.2,Fragments de missile téléguidé au cours de faits de guerre
Y36.2,Fragments de obus au cours de faits de guerre
Y36.2,Fragments de obus d'artillerie au cours de faits de guerre
Y36.2,Fragments de roquette au cours de faits de guerre
Y36.2,Fragments de schrapnell au cours de faits de guerre
Y36.2,Mine SAI au cours de faits de guerre
Y36.3,Asphyxie résultant d'un incendie causé directement par un moyen incendiaire ou indirectement par une arme de type classique
Y36.3,Autres lésions résultant d'un incendie causé directement par un moyen incendiaire ou indirectement par une arme de type classique
Y36.3,Bombe à essence résultant d'un incendie causé directement par un moyen incendiaire ou indirectement par une arme de type classique
Y36.3,Brulures résultant d'un incendie causé directement par un moyen incendiaire ou indirectement par une arme de type classique
Y36.4,Balle de caoutchouc (tirée d'un fusil)
Y36.4,Balle de carabine
Y36.4,Balle de fusil
Y36.4,Balle de mitrailleuse
Y36.4,Balle de pistolet
Y36.4,Coups de baïonnette
Y36.4,Noyade au cours de fait de guerre SAI
Y36.4,Plomb (fusil)
Y36.5,Autres effets directs et secondaires d'armes nucléaires
Y36.5,Chaleur
Y36.5,Effets d'incendie
Y36.5,Effets de souffle
Y36.5,Exposition à des rayonnements ionisants émis par des armes nucléaires
Y36.7,"Gaz, fumées et substances chimiques"
Y36.7,Lasers
Y36.8,Blessures dues à un fait de guerre classées en Y36.0-Y36.7 ou Y36.9 mais survenues après la cessation des hostilités
Y36.8,"Blessures par explosion de bombes ou de mines posées au cours de faits de guerre, l''explosion étant survenue après la cessation des hostilités"
Y43.3,Antibiotiques antitumoraux
Y56,glucocorticoïdes à usage topique
Y40-Y84,complications dues à un appareillage médical
Y40-Y84,incidents survenus au patient au cours d'actes médicaux et chirurgicaux
Y40-Y84,"réactions anormales de patients ou complications tardives causées par des interventions médicales et chirurgicales, sans mention d''incident au cours de l''intervention"
Y40-Y84,"substance médicamenteuse appropriée et correctement administrée à dose thérapeutique ou prophylactique, mais cause d''un effet indésirable quelconque"
Y40.5,Streptomycine
Y41.8,Dérivés de l'hydroxyquinoléine
Y43.1,Cytarabine
Y46.7,Amantadine
Y54.7,Groupe de la vitamine D
Y54.7,Hormones parathyroïdiennes et dérivés
Y55.0,Alcaloïdes de l'ergot de seigle
Y42.4,Préparations contenant une seule ou plusieurs substances
Y42.5,Associations et dérivés
Y42.6,Tamoxifène
Y42.8,Hormones antéhypophysaires [adénohypophysaires]
Y43.8,Antagonistes des métaux lourds
Y52.3,Dipyridamole
Y45.2,Dérivés de l'acide propanoïque
Y54.2,Acétazolamide
Y46.4,Carbamazépine
Y48.1,Thiobarbituriques
Y47.8,Méthaqualone
Y47.9,Somnifères SAI
Y50.2,Caféine
Y52.5,Clonidine
Y52.5,Guanéthidine
Y52.5,Rauwolfia
Y55.6,Aminophylline
Y55.6,Salbutamol
Y55.6,Théobromine
Y55.6,Théophylline
Y51.3,Papavérine
Y51.4,Métaraminol
Y51.9,Médicaments stimulant à la fois les récepteurs alphaadrénergiques et bêtaadrénergiques
Y52.7,Acide nicotinique (dérivés)
Y53.4,Médicaments pour l'atonie intestinale
Y54.6,Sels de réhydratation orale
Y56.8,Spermicides
Y70-Y82,détérioration ou mauvais fonctionnement de dispositif médical (lors d'une intervention) (après implantation) (au cours de l'utilisation)
Y64.9,Administration SAI d'une substance médicale ou biologique contaminée
Y66,Arrêt prématuré de soins médicaux et chirurgicaux
Y91.9,Rôle de l'alcool soupçonné SAI
Z00.0,Bilan de santé SAI
Z00.0,Examen périodique (annuel) (physique)
Z00.1,Surveillance de la croissance du nourrisson ou de l'enfant
Z00.3,Examen de la puberté
Z00.8,Examen sanitaire au cours d'enquêtes de population
Z01,examen de routine limité à un organe donné
Z03,"personnes ayant certains symptômes ou signes d''un état anormal qui nécessite un examen plus approfondi, mais chez qui un traitement ou des soins médicaux n''apparaissent pas comme nécessaires après examen et mise en observation"
Z01.4,Examen pelvien (annuel) (périodique)
Z01.4,Frottis de Papanicolaou au niveau du col de l'utérus
Z01.5,Tests (de) allergie
Z01.5,Tests (de) cutanés à la recherche d'une hypersensibilité
Z01.5,Tests (de) cutanés à la recherche d'une maladie bactérienne
Z01.6,Contrôle radiographique thoracique
Z01.6,Mammographie de routine
Z02.0,Examen pour l'admission à l'école maternelle (institution d'éducation préscolaire)
Z02.8,Examen (pour) admission dans camp d'été
Z02.8,Examen (pour) admission dans prison
Z02.8,Examen (pour) adoption
Z02.8,Examen (pour) immigration
Z02.8,Examen (pour) naturalisation
Z02.8,Examen (pour) prénuptial
Z02.7,Délivrance d'un certificat médical de aptitude
Z02.7,Délivrance d'un certificat médical de cause de décès
Z02.7,Délivrance d'un certificat médical de incapacité
Z02.7,Délivrance d'un certificat médical de invalidité
Z71.1,Affection non prouvée
Z71.1,« Bien-portant inquiet »
Z03.6,Mise en observation pour suspicion de effet indésirable d'un médicament
Z03.6,Mise en observation pour suspicion de intoxication
Z04,examen à des fins médicolégales
Z04.4,Examen de la victime ou du coupable après allégation de viol ou de séduction
Z04.5,Examen de la victime ou du coupable après d'autres blessures dues à une agression
Z04.801,Examen et mise en observation pour polygraphie
Z04.880,Demande d’expertise
Z04.9,Mise en observation SAI
Z08,surveillance médicale après traitement
Z09,surveillance médicale après traitement
Z10.8,Écoliers
Z10.8,Étudiants
Z11.8,Mycoses
Z11.8,Maladies à Chlamydia
Z11.8,Maladies à Rickettsia
Z11.8,Maladies à spirochètes
Z13.3,Retard mental
Z13.3,Alcoolisme
Z13.3,Dépression
Z13.8,Affections (des) dentaires
Z13.8,Affections (des) glandes endocrines et du métabolisme
Z22.3,Sujet porteur d'une maladie bactérienne due à des méningocoques
Z22.3,Sujet porteur d'une maladie bactérienne due à des staphylocoques
Z22.3,Sujet porteur d'une maladie bactérienne due à des streptocoques
Z22.4,Sujet porteur de blénorragie
Z22.4,Sujet porteur de syphilis
Z22.7,Sujet porteur de tuberculose latente
Z26.9,Nécessité d'une vaccination SAI
Z29.0,Admission pour protéger le sujet de son milieu ou pour l'isoler après un contact avec une personne atteinte d'une maladie infectieuse
Z29.1,Administration d'immunoglobuline
Z29.2,Antibiothérapie prophylactique
Z29.2,Chimioprophylaxie
Z30.0,Planification familiale SAI
Z30.0,Première prescription de moyens contraceptifs
Z30.2,Admission pour ligature des trompes de Fallope ou vasectomie
Z30.3,Interruption de grossesse
Z30.3,Régulation cataméniale
Z30.4,Examen de routine pour suivi de contraception
Z30.4,Renouvellement d'une prescription de pilules contraceptives ou d'autres contraceptifs
Z30.5,"Vérification, réinsertion ou enlèvement d''un dispositif contraceptif (intra-utérin) [stérilet]"
Z30.8,Spermogramme après vasectomie
Z31.2,Admission pour prélèvement ou implantation d'ovules
Z31.4,Insufflation tubaire
Z31.4,Spermogramme
Z33,Grossesse SAI
Z35.1,Surveillance d'une grossesse avec antécédent de môle hydatiforme
Z35.1,Surveillance d'une grossesse avec antécédent de môle vésiculaire
Z35.2,Surveillance d'une grossesse avec antécédent de affections classées à O10-O92
Z35.2,Surveillance d'une grossesse avec antécédent de mort-nés
Z35.2,Surveillance d'une grossesse avec antécédent de morts du nouveau-né
Z35.3,Grossesse dissimulée
Z36.0,Amniocentèse
Z36.0,Prélèvement placentaire (par voie vaginale)
Z36.8,Dépistage d'hémoglobinopathie
Z37.9,Naissance multiple SAI
Z37.9,Naissance unique SAI
Z38.2,Enfant né vivant SAI
Z39.0,"Soins et mise en observation, cas sans complications"
Z39.1,Surveillance de l'allaitement
Z40.0,Admission pour ablation d'un organe à titre prophylactique
Z41.1,Implant mammaire
Z42,chirurgie plastique et correctrice pour cicatrice après traumatisme ou opération
Z42,réparation d'un tissu cicatriciel
Z43.6,Néphrostomie
Z43.6,Urétrostomie
Z43.6,Urétérostomie
Z45.0,Contrôle et vérification de dispositifs cardiaques
Z45.3,Prothèse (de) cochléaire
Z45.3,Prothèse (de) conduction osseuse
Z45.80,Sonde urétérale JJ
Z45.83,Larynx artificiel
Z45.83,Prothèse phonatoire œsotrachéale
Z45.84,Dérivation du liquide cérébrospinal [céphalorachidien]
Z45.84,Électrodes intracrâniennes
Z76.0,Renouvellement d'une ordonnance pour appareil
Z76.0,Renouvellement d'une ordonnance pour lunettes
Z76.0,Renouvellement d'une ordonnance pour médicaments
Z46.7,Armature orthopédique(s)
Z46.7,Ceinture orthopédique(s)
Z46.7,Chaussures orthopédique(s)
Z46.7,Corset orthopédique(s)
Z46.8,Fauteuil roulant
Z47.0,Enlèvement de broche
Z47.0,Enlèvement de plaque
Z47.0,Enlèvement de tringle
Z47.0,Enlèvement de vis
Z47.80,"Changement, vérification ou enlèvement d''appareil externe de fixation ou de traction"
Z47.88,"Ablation ou réfection d’un appareil de contention ou d’immobilisation externe [plâtre, orthèse]"
Z48.0,Ablation de sutures
Z48.0,Changement de pansement
Z49,préparation d'une dialyse et traitement
Z99.2,Présence d'un shunt artérioveineux pour dialyse
Z99.2,Sous dialyse rénale
Z49.1,Dialyse (rénale) SAI
Z49.2,Dialyse péritonéale
Z49.20,Séance de dialyse péritonéale continue cyclique [DPCC]
Z50.0,Réadaptation cardiaque
Z50.1,Exercices thérapeutiques et curatifs
Z50.8,Rééducation après tabagisme
Z50.8,Thérapie concernant les activités de la vie quotidienne NCA
Z50.9,Rééducation SAI
Z51.2,Chimiothérapie d'entretien SAI
Z51.30,Séance de transfusion de concentré de globules rouges
Z51.30,Séance de transfusion de plasma frais congelé
Z51.30,Séance de transfusion de préparation leucocytaire
Z51.30,Séance de transfusion de préparation plaquettaire
Z52.0,"Donneur de fractions sanguines telles que cellules souches, lymphocytes, plaquettes"
Z52.9,Donneur SAI
Z54.7,Convalescence après traitements combinés classés en Z54.0-Z54.4
Z56.5,Conditions de travail difficiles
Z57.4,"Substances solides, liquides, gaz ou émanations"
Z57.5,"Substances solides, liquides, gaz ou émanations"
Z58.7,Tabagisme passif
Z86.4,États mentionnés en F10-F19
Z59.1,Insuffisance technique du domicile empêchant des soins corrects
Z59.1,Manque de chauffage
Z59.1,Manque de place
Z59.1,Voisinage non satisfaisant
Z59.10,Hébergement dans un lieu non destiné à l’habitation
Z59.10,Logement présentant un danger pour la santé de ses occupants
Z59.10,Squat
Z59.13,Cabane
Z59.13,Camping
Z59.13,Caravane
Z59.13,Hôtel
Z59.13,Mobil-home
Z59.3,Pensionnaire
Z59.8,Logement isolé
Z59.8,Problèmes avec des prêteurs
Z59.8,Saisie d'hypothèque
Z60.0,Adaptation à la retraite [pension]
Z60.0,Syndrome du « nid vide »
Z60.3,Migration
Z60.3,Transplantation sociale
Z62.5,Manque d'expérience de travail et de jeu
Z63.4,Décès présumé d'un membre de la famille
Z63.7,Difficultés liées à l'état sanitaire au sein de la famille
Z63.7,Inquiétude (normale) pour une personne de la famille malade
Z63.7,Isolement de la famille
Z63.7,Membre de la famille malade ou perturbé
Z63.8,Communication inadéquate ou tourmentée à l'intérieur de la famille
Z63.8,Discorde familiale SAI
Z63.8,Réaction émotionnelle très vive à l'intérieur de la famille
Z64.4,Désaccord avec responsable de la liberté surveillée
Z64.4,Désaccord avec travailleur social
Z65.3,Action judiciaire pour garde ou soutien d'enfant
Z65.3,Arrestation
Z65.3,Litige
Z65.3,Poursuite
Z65.4,Victime de la torture
Z70.0,"Sujet préoccupé par son embarras, sa timidité ou toute autre attitude négative en matière de sexualité"
Z70.1,Sujet préoccupé par absence de réaction
Z70.1,Sujet préoccupé par impuissance
Z70.1,Sujet préoccupé par multiplicité des partenaires
Z70.1,Sujet préoccupé par orientation sexuelle
Z70.2,Avis demandé sur le comportement et l'orientation sexuelle de conjoint
Z70.2,Avis demandé sur le comportement et l'orientation sexuelle de enfant
Z70.2,Avis demandé sur le comportement et l'orientation sexuelle de partenaire
Z70.8,Éducation sexuelle
Z71.0,Avis ou traitement pour un tiers absent
Z71.3,Surveillance et conseils diététiques (dans le cas de) SAI
Z71.3,Surveillance et conseils diététiques (dans le cas de) allergies ou intolérances alimentaires
Z71.3,Surveillance et conseils diététiques (dans le cas de) colite
Z71.3,Surveillance et conseils diététiques (dans le cas de) diabète sucré
Z71.3,Surveillance et conseils diététiques (dans le cas de) gastrite
